Title,Total Count,Unique Count
"Research material on Amedeo Modigliani, circa 1920-1962, bulk 1950-1959",0,0
"Augustine A. d'Amico papers relating to Waldo Peirce, 1963-1970",0,0
"Paul Damaz papers, 1954-1964",0,0
"Thomas Hart Benton and Ira Glackens letters, 1966-1971",0,0
"Mell Daniel papers, 1916-1976",0,0
"Frode Nielsen and Katharine Skeele Dann papers, 1927-1965",0,0
"Nancy Davidson papers, 1970s-2016",0,0
"Morris Davidson papers, 1925-1978",0,0
"Jean Davidson papers, 1959-1995",0,0
"Jaime Davidovich papers, 1949-2020",0,0
"Don Raymond David and Andrée Golbin papers, circa 1920-1980",0,0
"David Gallery records, 1963-1982",0,0
"Randall Davey papers, 1900-1974 and undated",0,0
"Records from the Mary Floyd Tallmadge Chapter of the Connecticut D.A.R, 1905-1909",0,0
"James Daugherty papers, 1904-1978",0,0
"A. Mark Datz papers, 1913-1961",0,0
"Jenny Colburn Darley diary, 1867",0,0
"Felix Octavius Carr Darley letters, 1853-1887",0,0
"Leutze graphic / F.O.C. Darley, between 1840 and 1880",0,0
"Henry Darger Papers, 1966-1971",0,0
"Nassos Daphnis papers, 1940-1977",0,0
"Oral history interview with Nassos Daphnis, 1969 Jan. 8",0,0
"Arthur Coleman Danto papers, 1979-1998",0,0
"Joseph S. Czestochowski research material on Arthur B. Davies and Childe Hassam, ca. 1975-1980.",0,0
"Joyce Cutler Shaw papers, 1974-1977",0,0
"Charles Gordon Cutler papers, 1940-1974",0,0
"Herbert E. Crowley letters, undated and 1911",0,0
"Roger Crossgrove papers, 1888-2012, bulk 1950-2006",0,0
"Lewis L. and George H. Cross papers, 1883-1977",0,0
"Percy L. Crosby papers, 1930-1968",0,0
"PORTFOLIO magazine inserts, 1946-1948",0,0
"Jasper Francis Cropsey letters, 1855-1856",0,0
"Cara Croninger papers, 1939-2019, bulk 1970-2010",0,0
"Robert M. Cronbach papers, 1914-2004",0,0
"Allan Rohan Crite papers, 1930-1982",0,0
"Noche Crist papers, circa 1946-2001",0,0
"Alfred D. Crimi papers, 1930-1987",0,0
"Ernest Crichlow papers, circa 1941-1963",0,0
"Paul Philippe Cret papers, 1919-1931",0,0
"Leonard Creo papers, ca. 1951-2004",0,0
"Interviews of and relating to Robert Cremean videorecording, 1997",0,0
"Robert Cremean photographs, ca. 1960",0,0
"Robert Cremean papers, 1957-1966",0,0
"Thomas Crawford papers, 1845-1857, bulk 1852-1857 dates",0,0
"Cecille Crow papers, 1966-1983",0,0
"Crown Point Press records, 1962-2018",0,0
"Carl Gordon Cutler papers, 1898-1944",0,0
"Emilio Cruz papers, 1961-2008",0,0
"Virginia Cuthbert and Philip Clarkson Elliott papers, 1913-1996",0,0
"Stefano Cusumano papers, 1928-1979",0,0
"Cushing Galleries records, 1966-1979",0,0
"Loopholes: A Memoir / Leah Curtiss-Gould, with Alberta Kelly, ca. 1975",0,0
"Dolly Curtis videorecording : fiber artist / produced by Victor Cromwell, c1985",0,0
"Benjamin F. Curtis papers, 1910-1925",0,0
"Sara R. Currie papers about Alfred Lenz, circa 1899-circa 1926",0,0
"Darryl Curran papers, circa 1960-2002",0,0
"Priscilla Cunningham papers regarding Sue Fuller, 1982-2006",0,0
"Imogen Cunningham speech, 1968 May 18",0,0
"Ben Cunningham papers, 1904-1984, bulk 1930-1975",0,0
"Thomas Seir Cummings papers, circa 1824-1983, bulk circa 1824-1894",0,0
"William Horace Littlefield letters and photographs to Paul Cummings, 1951-1969",0,0
"Arthur Cumming sketchbook, ca. 1886",0,0
"Nina Cullinan scrapbooks, 1937-1978",0,0
"Three Artists and Martin James video recording, 1990-2006",0,0
"Stephen Csoka papers, 1938-1971",0,0
"Thomas Clyde Colt papers, 1853-1979",0,0
"Norman B. Colp papers, circa 1973-2005",0,0
"Arthur B. Davies letters to Sally Lewis, 1919-1923",0,0
"The total theater model of the project designed by architect Walter Gropius for Erwin Piscator, Berlin, Germany 1927, circa 1960",0,0
"David R. Cheesman engravings, 1971",0,0
"Leslie Cheek papers, 1940-1983, bulk 1940-1942",0,0
"Clarence K. Chatterton papers, 1912-1973",0,0
"William Merritt Chase letter to John A. Stewart, 1911 November 21",0,0
"Frank Swift Chase papers, 1907-1965",0,0
"Doris Chase papers, 1954-1994",0,0
"Charlton Art Gallery records, 1977-1982",0,0
"Jean Charlot papers, 1967",0,0
"Charles Campbell Gallery records, 1960-2001",0,0
"Robert Winthrop Chanler scrapbook, 1922-1930",0,0
"Charcoal Club records, 1885-1988",0,0
"Charcoal Club brochure, 1896",0,0
"Miles Chappell papers, 1961-1978",0,0
"Washington Allston : from the original painting by Chappel in the possession of the publishers graphic/ Alonzo Chappel, 1862",0,0
"Suzanne E. Chapman papers, 1934-1991",0,0
"Myron B. Chapin papers, 1919-1958",0,0
"Francis Chapin art works, undated",0,0
"Francis Chapin papers, 1917-1984",0,0
"Chi Chen papers, 1946-1972",0,0
"Ednah Dow Littlehale Cheney papers relating to Seth Wells Cheney and John Cheney, 1848-1897",0,0
"Ching Ho Cheng papers, circa 1950-2014, bulk 1970-1989",0,0
"Oral history interview with Serge Chermayeff, 1985 May 23-24",0,0
"William Christenberry papers, circa 1917-2018",0,0
"Albert Christ-Janer papers, 1915-circa 1993, bulk 1930-1981",0,0
"Dore Ashton correspondence with Ronald Christ, 1993-2012",0,0
"Stephanie Chrisman photographs of artists, 1967-1979",0,0
"Stephen Chizmarik papers, 1926-1962",0,0
"Herschel Browning Chipp papers, 1964-1974",0,0
"Lenore Chinn papers, 1978-2024",0,0
"Mel Chin papers, 1977-1985",0,0
"James Chillman papers, 1932-1950",0,0
"Edwin Burrage Child photographs, 1902-1936",0,0
"Dale Chihuly negatives and sound recordings, circa 1995",0,0
"G. Alan Chidsey papers, 1912-1979",0,0
"Chicago Society of Etchers records, 1933-1972, bulk 1940-1959",0,0
"Carl Chiarenza interviews of artists, 1957-1981",0,0
"Herman Cherry letters from David Smith, 1950-1964",0,0
"Burt Chernow papers, 1930-2002",0,0
"Marvin Cherney papers, 1928-1979",0,0
"Chapellier Galleries collection of artists' papers, 1816-1972",0,0
"Photographs of Southern California artists / Arnold Chanin, photographer, 1969-2007",0,0
"Colorado Springs Fine Arts Center records, 1919-1983",0,0
"George Catlin papers, undated, 1821-1904",0,0
"Gaetano Cecere papers, 1929-1971",0,0
"Ada Rasario Cecere papers, 1938-1972",0,0
"Giovanna (Joanne) Cecchetti papers, circa 1940-1999",0,0
"The art show that shocked America motion picture / CBS News Eyewitness, 1963",0,0
"Dorothy Cavanagh research material on Henry Hudson Kitson, 1883-1983",0,0
"Giorgio Cavallon papers, 1910-1982",0,0
"Stanton L. Catlin papers, 1911-1998, bulk 1930-1994",0,0
"George Catlin letter, undated",0,0
"Elizabeth Catlett papers, 1957-1980",0,0
"Gloria Kolodny Chanenson papers on Josephine Hancock Logan, 1939-1974",0,0
"Catholic Art Forum of San Francisco records, 1949-1971",0,0
"Catherine Viviano Gallery records, 1930-1990, bulk 1949-1978",0,0
"Catherine Lorillard Wolfe Art Club records, 1941-1965",0,0
"Riva Castleman papers, 1871, 1930-2013",0,0
"Wendell Castle papers, 1965-1975",0,0
"Federico Castellón papers, 1925-1968",0,0
"Castelli Graphics records, 1965-2001",0,0
"Amaylia Castaldo papers, circa 1930-1970",0,0
"Robert and Jonatha Ceely papers relating to Maud Morgan, 1976-2000",0,0
"Artist baseball trading cards, 1971",0,0
"Francis M. Celentano papers, circa 1939-2020, bulk 1950-2016",0,0
"Center for Creative Studies records, 1906-1982",0,0
"Douglas Chandor papers, 1928-1967",0,0
"Jane England Chandler papers relating to Miye Matsukata necklace, 1980 June 2",0,0
"Dana Chandler papers, 1968-1993",0,0
"Dane Chanase papers, circa 1916-1976",0,0
"Andre Champollion papers, 1910",0,0
"James Wells Champney collection, 1802-1904",0,0
"Elizabeth Champney letter to Miss Ward, no year Aug. 2",0,0
"Edwin Graves Champney papers, 1854-1899",0,0
"Elenora S. Chambers papers, 1955-1993",0,0
"Chaloner Prize Foundation records, 1915-1974",0,0
"Challis Galleries records, 1950-1994",0,0
"Jefferson David Chalfant papers, 1885-1976",0,0
"Enrique Chagoya papers, 1990-1999",0,0
"Bernard Chaet papers, circa 1944-2012",0,0
"Luigi Palma di Cesnola selected papers, 1863-1975",0,0
"Century Association records, 1829-1958",0,0
"Center for International Contemporary Arts records, 1986-1993",0,0
"Hans Christensen papers, 1924-1989, bulk 1955-1983",0,0
"Christine Burgin Gallery records, 1980-2016",0,0
"Christo letter and photographs relating to ""wrapped floor"" project, 1970",0,0
"Sherna Cockrill papers, 1971-1975",0,0
"Hy Cohen papers, 1927-1972",0,0
"George Cohen papers, 1943-1980",0,0
"Elaine Lustig Cohen papers relating to Alvin Lustig, 1982",0,0
"Ex Libris records, 1973-2007",0,0
"John I. Coggeshall papers, 1872-1974",0,0
"Calvert Coggeshall Papers, 1920-1999, bulk 1965-1989",0,0
"Katherine Coffey papers, 1940-1972",0,0
"Ralph T. Coe papers, 1928-2010, bulk 1950s-2010",0,0
"Mildred Cocke scrapbook, 1941-1982",0,0
"Howard Chandler Christy letters, 1949",0,0
"Ruth Cobb papers, 1952-1971",0,0
"Coalition of Washington Artists records, 1985-1989",0,0
"Griffith Baily Coale papers, 1897-1945",0,0
"WIlliam Clutz papers, 1930-2016",0,0
"Merton Clivette papers, circa 1927-1932",0,0
"Cleveland Print Club records, 1930-1973",0,0
"Pierre Clerk papers, 1956-1982",0,0
"Cleopatra's records, 2008-2018",0,0
"Jean Cohen papers, 1928-2012",0,0
"Saul Z. Cohen correspondence with George Rickey, 1977",0,0
"Max Arthur Cohn papers, 1928-1978",0,0
"Alphaeus P. Cole papers, 1885-1988",0,0
"Lowell Daunt Collins papers, 1943-1966",0,0
"Dorothy Collins papers, 1939-1942",0,0
"Oscar Collier papers, 1945-1947",0,0
"Nina Perera Collier papers, 1934-1950",0,0
"Monologue delivered by John Collier, 1959",0,0
"Collective Graphics Workshop records, 1970-1980",0,0
"Ed Colker papers, 1944-2020",0,0
"Richard Colin papers, 1920-1960",0,0
"Correspondence between Ralph F. Colin and Jean Dubuffet, 1960-1983",0,0
"Warrington W. Colescott papers, 1946-1977",0,0
"Arthur W. Colen correspondence with Albert C. Barnes, 1940-1945",0,0
"Glenn O. Coleman scrapbook and photographs, 1907-1943",0,0
"Floyd Coleman papers, 1954-2017, bulk 1980s-2000s",0,0
"Charles Caryl Coleman photographs of works of art, circa 1870",0,0
"Thomas Cole letters to Daniel Wadsworth, 1826-1832",0,0
"Thomas Casilear Cole papers, 1750-1976",0,0
"Dorothy Bushnell Cole papers, 1895-1977",0,0
"Cleo (Cleo Dorman) papers, 1924-1999",0,0
"Walter Clemmons photograph album, circa 1980",0,0
"Geoffrey Clements photographic negatives and papers, circa 1950-2004",0,0
"Agnes Rindge Claflin papers concerning Alexander Calder, 1936-circa 1970s",0,0
"Citizens' Committee for Government Arts Projects records, 1941",0,0
"Citizens Committee for the Army, Navy, and Air Force records, 1940-1945",0,0
"Antonio Cirino papers, 1909-1977",0,0
"Inez Cipriani papers, 1968-1980",0,0
"Cinque Gallery records, 1959-2010, bulk 1976-2004",0,0
"Alberta Cifolelli papers, 1944 -2010",0,0
"Carmen Louis Cicero papers, 1971-1980",0,0
"Raymond Ciarrocchi papers, 1953-2010",0,0
"Lecture given by John Ciardi, 1953 June",0,0
"Edwin and Isabelle Churchman papers, ca. 1937-1950",0,0
"William Conant Church letters, 1866-1878",0,0
"Michael P. Church papers, 1934-1984",0,0
"Frederick Stuart Church collection, circa 1895-1905",0,0
"Frederick Stuart Church letters and art work, circa 1892-circa 1923",0,0
"Frederic Edwin Church letter to George Warren, 1887 Feb. 12",0,0
"Lecture given by Chryssa, 1968 Jan. 10",0,0
"Detroit-Wayne Joint Building Authority presents Spirit of Detroit videorecording / photographed as a public service by the Chrysler Corp., Michigan Consolidated Gas Co., and the City of Detroit Reports & Information Committee, c1959",0,0
"Minna Wright Citron papers, 1930-1980",0,0
"James Lawrence Claghorn papers, 1849-1882",0,0
"Alain Clement slides of artists, 1976-1977",0,0
"John Clague papers, 1934-1978",0,0
"Roman A. Clef (aka Henry E. Guerriero) and Michael Leopold papers, 1968-1980",0,0
"Clayton-Liberatore Gallery records, 1889-1980",0,0
"Samuel R. Clayberger, Jr. papers, 1945-1981",0,0
"Elizabeth Campbell Fisher Clay papers, circa 1873-circa 2015, bulk 1890-1930",0,0
"Thomas Shields Clarke letters, 1875-1920",0,0
"James M. Clarke papers, 1936-1948",0,0
"Walter Clark papers, 1890-1976",0,0
"Nancy Clark papers relating to Fernando A. García, 1970-1996",0,0
"Mary Andersen Clark papers, ca.1933-1988",0,0
"Frederick H. Clark papers, 1875-1934",0,0
"Eliot Candee Clark papers, 1839-1984",0,0
"Ed Clark papers, 1923-2017",0,0
"Charles D. Clark papers, 1960-1980",0,0
"Alson Skinner Clark papers, 1870-1971, bulk 1890-1940",0,0
"Allan Clark papers, 1922-1949",0,0
"Oral history interviews relating to Claremont Graduate University School of Arts and Humanities, 2012",0,0
"George Luks' letter to John Clancy, 1930 August",0,0
"W. B. Davidson diary excerpts, 1824-1825",0,0
"Florence Davies papers, 1930-1962",0,0
"Joan Cassis album, circa 1990",0,0
"Alvord Eiseman research material concerning Charles Demuth, circa 1914-2005",0,0
"Eleanor Le Maire Associates records, 1928-1970",0,0
"Harrison Cady : the way of an artist / by Harrison Eldredge, 1978",0,0
"Gene Elder papers, 1974-1984",0,0
"Charles Henry Elam papers relating to William Dunlap, undated",0,0
"William J. Eisner and Florine Rensie papers, 1952-1966",0,0
"Evelyn Eisgrau papers, circa 1965-1978",0,0
"William J. Eisenlord photographs, 1953-1976",0,0
"Sonja Eisenberg papers, 1927-2007",0,0
"Louis M. Eilshemius holograph manuscript and drawing, ca. 1930s",0,0
"Park Edwards papers, ca. 1914-1954",0,0
"Louis M. Eilshemius and family account books, 1886-1904",0,0
"Louis M. Eilshemius letter to Mr. W. J. F, 1935 Mar. 17",0,0
"Jacob Eichholtz daybook, 1804-1817",0,0
"William Ehrich papers, circa 1918-1975",0,0
"Emma Ehrenreich papers, circa 1938-1976",0,0
"Ted and Katherine Egri research material on Walter Ufer, 1970-1980",0,0
"Ted Egri papers, ca. 1920-1980",0,0
"Ruth Egri papers, 1923-1988",0,0
"Paula Eliasoph papers, 1917-1980",0,0
"Everett Ellin papers, circa 1958-1963",0,0
"Henry Wood Elliott drawings, ca 1871",0,0
"Ronnie Rose Elliott papers, 1948-1977",0,0
"Lily Ente papers, 1946-1975",0,0
"Donald Barton, a fifty year wait videorecording / produced and directed by Joan Enslow; ass't producer, Rolf Semprebon; narrator, Robert F. Brown; writer, Mark Pomerantz, c1991",0,0
"Gaspar Enriquez papers, 1973-2017",0,0
"John Joseph Enneking papers, 1879-1972",0,0
"Michael M. Engel papers, circa 1920-1994",0,0
"Allan D. and Kate S. Emil papers, 1967-1977",0,0
"Description of Mr. Huntington's picture of the Republican court in the time of Washington, 1865",0,0
"Emil Milan Research Project records, circa 1940-2010",0,0
"William C. Emerson papers, 1915-1936",0,0
"David Em papers, 1969-2023",0,0
"Margy Lee Elspass papers relating to Maxwell S. Simpson, 1963-1984",0,0
"William H. Elsner papers relating to Arthur Wesley Dow, 1976",0,0
"Barbara Elsenheimer papers, ca. 1974-2003",0,0
"Albert Edward Elsen papers, 1942-ca. 1995",0,0
"Collected materials on Edwin Romanzo Elmer, 1899-1977",0,0
"Fremont F. Ellis scrapbook, 1919-1969",0,0
"David Tompkins Ellis papers, 1971-1981",0,0
"Takis Efstathiou papers regarding Ynez Johnston, 1954-2004",0,0
"George Wharton Edwards letter and insignia reproduction, 1922-1929",0,0
"DuBose Gallery records, 1950-1979",0,0
"P. S. Duval lithographs and broadside, ca. 1850",0,0
"Interviews with Friedel Dzubas, 1982 Aug. 5 and 17",0,0
"Matt J. Dwyer papers, 1936-1974",0,0
"George R. Dworzan papers, 1949-1972",0,0
"Edward H. Dwight Papers, 1821-2001, bulk 1950-1979",0,0
"Almira Throop Dwight album, 1841-1866",0,0
"Evert Augustus Duyckinck papers, 1809-1878",0,0
"Lecture given by Albert Duveen, 1961 Mar. 4",0,0
"Duveen Brothers records, 1910-1933",0,0
"George Henry Durrie papers, 1845-1846",0,0
"Ethel Edwards papers, circa 1929-1999",0,0
"Photograph of Caroline Durieux, 1963",0,0
"Ludvik Durchanek essay, 1961 June 21",0,0
"Frederick B. Duncan scrapbook on Marshall D. Smith, 1944-circa 1990s",0,0
"Dumbo Arts Center records, 1994-2013",0,0
"Robert E. Duffy papers relating to Barbara Latham and Howard Cook, circa 1977-1985",0,0
"Patrick Duffy and Wally Goodman papers, 1977-2010",0,0
"Ruth Duckworth papers, circa 1930-2010",0,0
"Marcel Duchamp lecture at the Munson-Williams-Proctor Institute, 1963-circa 2009",0,0
"E. B. Crocker Art Gallery records, circa 1850s-circa 1970s, bulk 1880s-1950s",0,0
"Catalogue of valuable paintings, &c., of the late Chas. M. Leupp / to be sold at auction by E.H. Ludlow & Co, 1860",0,0
"Cass Technical High School yearbooks, 1929-1936",0,0
"Eagle's Nest Art Colony photographs, ca. 1897-1936",0,0
"Edward MacDowell Association records, 1947-1968",0,0
"Our golden anniversary catalogue of American paintings, historical, genre, western, 1908-1958, offered for sale by Edward Eberstadt & Sons, 1958",0,0
"Francis William Edmonds diaries, 1840-1855",0,0
"Doug Edge papers, circa 1951-2020",0,0
"Richard Ederheimer papers, 1892-1959",0,0
"Don Eddy and Leigh Behnke papers, 1966-2009",0,0
"Ruth Eckstein catalog and curriculum vitae, 1999, undated",0,0
"Jeannette Eckman papers, 1935-1941",0,0
"Edris Eckhardt papers, circa 1940s-1982",0,0
"Mary Louise Roberts membership booklet, 1898 Apr. 6",0,0
"Robert Ebendorf papers, 1920-2015, bulk 1960-2010",0,0
"Charles James Madison Eaton correspondence with Hiram Powers, and a letter received from Thomas Sully, 1845-1867",0,0
"East Side Gallery records, 1961-1970",0,0
"Marjorie Eason papers relating to Hugo Weber, 1962-1963",0,0
"John Joseph and James F. Earley photographs and reproductions, 1890-1915",0,0
"Edwin Earle art works of Hopi Indians and surroundings, 1935-1936",0,0
"Susan Eakins letter, 1929 July 4",0,0
"Angna Enters greeting cards and printed material, 1943-1967, bulk 1958-1967 dates",0,0
"Gary Erbe papers, circa 1968-2006",0,0
"Helmut von Erffa letters, 1944",0,0
"Helen Faye papers relating to Harold Faye, 1985-1993",0,0
"Federal Theater Project (Connecticut) records of Gertrude DonDero, 1936-1937",0,0
"Federal Music Project records, 1939-1942",0,0
"Federal Music Project records, 1934-1943",0,0
"Milwaukee Handicraft Project blockprints and materials, 1935-1936",0,0
"Wisconsin Federal Art Project records, 1935-1945",0,0
"Museum extension project costume plates, 1940-1943",0,0
"Harriet FeBland papers, 1959-2003",0,0
"Kelly Fearing papers, 1941-1983",0,0
"Barry Faulkner papers, circa 1858-1973",0,0
"Milford Zornes: Watercolor Master videorecording produced by Laurel Erickson; Narration, Hector Elizondo, 2003",0,0
"Clara Fasano papers, circa 1920-1979",0,0
"Remo Farruggio papers, 1937-2009",0,0
"Mildred Burrage, Janet Sharon Johnston Farr, and William Johnston graphic, 1920",0,0
"Charles Griffin Farr papers, 1917-1977",0,0
"Walter Farndon scrapbooks, ca. 1900-1950",0,0
"Charles Farley papers, 1909-1978",0,0
"Richard Faralla papers, 1927-1984",0,0
"Oral history interview with Lawrence Fane, 1982",0,0
"George Fedoroff papers, 1939-1980",0,0
"Paul Feeley papers, 1911-1972",0,0
"Oscar Fehrer papers, 1863-1958",0,0
"Dorothy Lubell Feigin papers, 1923-1969",0,0
"Dorothy Ferriss papers, 1916-1983",0,0
"Jean Leon Gerome Ferris papers, ca.1850- 1979",0,0
"Leslie Ferrin and Lyndel King interviews with artists, 2018",0,0
"Jackie Ferrara printed material, 1964-2012",0,0
